,REF_NO,children,age_band,status,occupation,home_status,family_income,TVarea,Average.Credit.Card.Transaction,Balance.Transfer,Term.Deposit,Life.Insurance,Medical.Insurance,Average.A.C.Balance,Personal.Loan,Home.Loan,Online.Purchase.Amount,gender,region,Portfolio.Balance
4697,10082,0,51-55,Partner,Professional,Own Home,"<25,000, >=22,500",Meridian,204.91,0.01,24.49,17.49,29.99,38.98,0.0,0.99,0.0,Female,North West,48.02
4698,2132,0,36-40,Divorced/Separated,Professional,Own Home,"<27,500, >=25,000",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,-0.64
4699,6145,3,31-35,Partner,Housewife,Own Home,">=35,000",Grampian,0.0,0.0,0.0,25.49,21.47,71.46,0.0,4.99,21.99,Female,Scotland,33.79
4700,3074,0,61-65,Partner,Professional,Own Home,"<15,000, >=12,500",Meridian,0.0,46.98,0.0,81.92,0.0,4.99,0.0,0.0,0.0,Female,South East,32.57
4701,9164,0,55-60,Partner,Retired,Rent from Council/HA,"<10,000, >= 8,000",Central,0.0,0.0,0.0,192.42,39.99,0.0,0.0,0.0,0.0,Female,East Midlands,83.34
4702,599,3,31-35,Partner,Other,Own Home,"<22,500, >=20,000",HTV,0.0,80.96,29.99,122.9,0.0,3.49,0.0,0.0,0.0,Female,Wales,123.97
4703,7411,2,36-40,Partner,Secretarial/Admin,Own Home,"<17,500, >=15,000",Ulster,65.46,94.46,0.0,121.4,0.0,121.44,0.0,11.49,13.99,Female,Northern Ireland,282.37
4704,5809,0,36-40,Single/Never Married,Professional,Own Home,"<25,000, >=22,500",Central,0.0,34.98,20.97,112.95,24.49,0.0,0.0,8.22,0.0,Female,East Midlands,142.07
4705,4764,2,65-70,Widowed,Retired,Own Home,"< 4,000",Central,98.99,0.0,76.97,0.0,123.42,0.0,0.0,0.0,25.47,Female,West Midlands,59.29
4706,365,0,26-30,Divorced/Separated,Professional,Rent from Council/HA,">=35,000",Meridian,0.0,25.49,45.48,21.99,2.99,69.47,58.26,0.0,0.0,Female,South East,54.39
4707,10922,2,45-50,Partner,Professional,Own Home,">=35,000",TV South West,0.0,0.0,0.0,54.48,0.0,0.0,0.0,0.0,0.0,Male,South West,22.15
4708,11098,0,51-55,Divorced/Separated,Secretarial/Admin,Own Home,"<15,000, >=12,500",Anglia,0.0,68.43,19.49,40.92,44.97,0.0,39.4,18.46,0.0,Female,East Anglia,91.18
4709,10399,2,26-30,Partner,Housewife,Own Home,"<27,500, >=25,000",HTV,0.0,0.0,0.0,0.0,9.99,26.97,0.01,0.0,0.0,Female,South West,9.54
4710,5702,1,36-40,Partner,Secretarial/Admin,Own Home,">=35,000",Tyne Tees,60.98,205.9,245.38,290.3,60.89,124.86,141.87,0.0,0.0,Female,North,375.45
4711,4006,2,31-35,Partner,Housewife,Rent Privately,"< 8,000, >= 4,000",Border,100.32,42.96,185.42,200.42,24.94,45.97,0.0,5.99,0.0,Female,North,174.01
4712,10599,0,41-45,Partner,Professional,Own Home,">=35,000",Granada,0.0,0.0,0.0,64.96,0.0,94.81,43.98,15.48,0.0,Female,North West,96.95
4713,2064,2,26-30,Partner,Manual Worker,Own Home,"<30,000, >=27,500",Carlton,51.46,24.48,0.0,79.97,19.97,55.42,0.0,0.0,0.0,Male,North West,160.18
4714,9226,0,31-35,Partner,Professional,Own Home,"<30,000, >=27,500",Granada,0.0,0.0,0.0,14.99,19.99,0.0,0.0,0.0,0.0,Female,North West,39.79
4715,7938,0,26-30,Partner,Professional,Own Home,"<27,500, >=25,000",Yorkshire,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,5.89
4716,734,0,45-50,Partner,Housewife,Own Home,">=35,000",Meridian,0.0,89.98,126.98,46.97,0.0,0.0,0.0,2.99,0.0,Female,South East,60.11
4717,11483,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Yorkshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,21.73
4718,7381,3,41-45,Partner,Retired,Rent from Council/HA,"<17,500, >=15,000",Central,0.0,19.48,0.0,127.36,0.0,14.99,39.47,0.0,0.0,Male,South East,105.47
4719,3213,0,71+,Partner,Retired,Own Home,"<17,500, >=15,000",Granada,0.0,0.0,0.0,24.49,0.0,0.0,0.0,0.0,0.0,Male,North West,29.92
4720,1351,1,45-50,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Carlton,0.0,19.99,34.98,45.45,3.99,61.47,0.0,0.0,0.0,Female,South East,31.45
4721,3704,0,22-25,Single/Never Married,Secretarial/Admin,Own Home,"<20,000, >=17,500",Central,0.0,149.48,0.0,205.91,0.0,176.85,56.47,0.0,5.48,Female,East Midlands,234.99
4722,9472,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Granada,9.49,0.01,55.98,118.44,0.0,18.0,0.0,0.0,0.0,Male,Wales,32.58
4723,1848,0,61-65,Partner,Retired,Own Home,"<15,000, >=12,500",Meridian,0.0,88.97,44.98,69.46,15.98,48.49,0.0,0.0,0.0,Male,North West,112.11
4724,6994,2,36-40,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Carlton,0.0,0.0,0.0,49.47,0.0,0.0,38.97,13.77,0.0,Female,South East,25.72
4725,3082,3,45-50,Partner,Housewife,Own Home,"<25,000, >=22,500",Carlton,114.39,114.41,219.87,179.32,60.93,87.44,0.0,0.0,7.98,Female,North West,273.75
4726,7683,0,22-25,Single/Never Married,Professional,Own Home,"<27,500, >=25,000",Central,0.0,39.97,24.99,63.48,0.0,14.47,0.0,3.49,0.0,Female,South East,51.18
4727,2224,3,36-40,Partner,Business Manager,Own Home,">=35,000",Central,0.0,0.0,68.96,70.43,24.43,45.93,0.0,0.0,0.0,Male,West Midlands,103.12
4728,8648,0,65-70,Partner,Retired,Own Home,"< 4,000",Central,96.44,236.88,337.83,64.88,55.45,198.85,0.0,0.0,0.0,Female,North West,233.76
4729,6333,0,55-60,Partner,Professional,Own Home,"<25,000, >=22,500",HTV,0.0,89.99,0.0,0.0,0.0,3.5,0.0,0.0,0.0,Male,Wales,63.6
4730,3978,0,31-35,Partner,Business Manager,Own Home,">=35,000",Granada,0.0,105.01,0.0,12.45,0.0,0.0,0.0,0.0,0.0,Female,North West,37.76
4731,4781,0,55-60,Partner,Retired,Own Home,"<22,500, >=20,000",Carlton,0.0,0.0,0.0,45.47,0.0,148.43,0.01,0.0,0.0,Male,North West,86.87
4732,2082,3,31-35,Partner,Housewife,Rent Privately,"<10,000, >= 8,000",Carlton,0.0,155.45,54.98,0.01,39.48,64.48,0.0,0.0,0.0,Female,North West,53.24
4733,6899,1,26-30,Partner,Other,Own Home,"<22,500, >=20,000",Yorkshire,24.99,0.0,79.48,82.98,79.44,0.0,6.49,0.0,0.0,Female,South East,103.11
4734,9351,1,45-50,Partner,Business Manager,Own Home,">=35,000",Granada,0.0,34.48,0.0,58.46,0.0,0.0,26.98,0.0,2033.85,Female,North West,355.02
4735,8584,0,51-55,Partner,Retired,Own Home,"<12,500, >=10,000",Meridian,0.0,0.0,0.0,0.0,79.47,0.0,0.0,0.0,0.0,Female,South East,27.02
4736,4355,0,51-55,Partner,Business Manager,Own Home,">=35,000",Yorkshire,0.0,0.0,0.0,0.0,0.0,60.48,0.0,0.0,0.0,Male,South East,90.02
4737,4499,0,55-60,Partner,Secretarial/Admin,Own Home,"<17,500, >=15,000",Anglia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.98,Female,East Anglia,-8.09
4738,3449,1,41-45,Partner,Housewife,Own Home,"<27,500, >=25,000",HTV,81.46,295.84,39.98,120.43,30.46,128.86,449.12,9.98,29.49,Female,South West,369.7
4739,1997,3,26-30,Partner,Other,Rent Privately,"<22,500, >=20,000",Central,34.98,295.35,0.0,18.51,0.0,0.0,46.93,0.0,0.0,Female,West Midlands,116.14
4740,8997,2,36-40,Partner,Professional,Own Home,">=35,000",Central,44.98,9.46,72.96,130.43,67.44,61.42,21.48,0.0,51.96,Male,South East,175.14
4741,6860,2,41-45,Partner,Professional,Own Home,"<30,000, >=27,500",Yorkshire,79.47,0.0,184.44,0.0,62.96,19.98,0.0,0.0,0.0,Male,East Midlands,105.37
4742,8824,0,55-60,Partner,Professional,Own Home,">=35,000",HTV,26.98,50.98,115.45,585.16,33.96,115.29,0.0,0.0,0.0,Male,South West,337.72
4743,7464,0,61-65,Partner,Retired,Own Home,">=35,000",Central,232.42,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,Female,East Midlands,71.67
4744,7236,0,26-30,Single/Never Married,Professional,Own Home,"<25,000, >=22,500",Granada,0.0,0.0,0.0,0.0,0.0,0.0,19.99,0.0,0.0,Female,North West,39.65
4745,5234,1,31-35,Partner,Housewife,Own Home,">=35,000",Carlton,19.98,0.0,241.89,0.0,29.46,0.0,0.0,0.0,0.0,Female,North West,67.52
4746,896,0,51-55,Divorced/Separated,Professional,Own Home,"<20,000, >=17,500",Meridian,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,North West,40.5
4747,9595,0,45-50,Partner,Retired,Own Home,">=35,000",Scottish TV,0.0,0.0,0.0,0.0,15.99,0.0,0.0,0.0,0.0,Female,Scotland,21.45
4748,8651,0,61-65,Divorced/Separated,Retired,Own Home,"<10,000, >= 8,000",Carlton,0.0,29.99,0.0,193.93,0.0,0.0,0.0,0.0,0.0,Female,South East,43.06
4749,4092,0,65-70,Partner,Retired,Own Home,"<22,500, >=20,000",Carlton,0.0,0.0,0.0,256.39,0.0,0.0,0.0,0.0,0.0,Female,South East,94.6
4750,4924,0,61-65,Partner,Manual Worker,Rent from Council/HA,"<15,000, >=12,500",Scottish TV,0.0,0.0,44.47,29.99,0.0,6.99,0.0,4.99,0.0,Female,Scotland,-4.55
4751,361,1,41-45,Partner,Housewife,Own Home,"<30,000, >=27,500",Tyne Tees,0.0,29.99,0.0,158.39,4.99,0.0,20.78,18.2,11.99,Female,North,143.25
4752,5630,0,65-70,Partner,Retired,Own Home,"<17,500, >=15,000",Ulster,0.0,0.0,0.0,19.99,0.0,7.98,0.0,0.0,0.0,Female,Northern Ireland,30.28
4753,2255,2,26-30,Partner,Business Manager,Own Home,">=35,000",Central,19.99,0.0,0.0,53.47,34.49,39.97,0.0,0.0,11.99,Female,North West,46.17
4754,2997,1,41-45,Partner,Professional,Own Home,">=35,000",Meridian,8.98,0.0,86.47,185.93,96.96,34.99,28.48,0.0,0.0,Male,North West,138.7
4755,7540,0,51-55,Partner,Professional,Own Home,">=35,000",Meridian,14.49,0.0,0.0,0.0,0.0,0.0,19.98,0.0,0.0,Female,South West,29.75
4756,4730,0,61-65,Partner,Professional,Own Home,"<25,000, >=22,500",HTV,0.0,0.0,0.0,199.93,20.98,34.99,0.0,0.0,0.0,Male,South West,105.57
4757,8176,0,45-50,Divorced/Separated,Secretarial/Admin,Own Home,"<30,000, >=27,500",Yorkshire,0.0,26.98,49.99,36.97,0.0,34.46,0.0,0.0,0.0,Female,South East,49.33
4758,660,0,36-40,Partner,Professional,Own Home,">=35,000",Carlton,10.98,148.96,29.49,75.98,66.57,34.99,0.0,6.99,0.0,Male,South East,88.29
4759,10728,2,26-30,Divorced/Separated,Other,Rent from Council/HA,"< 4,000",Grampian,0.0,69.98,0.0,18.93,0.0,0.02,77.4,14.94,4.48,Female,Scotland,170.73
4760,1024,3,31-35,Divorced/Separated,Manual Worker,Own Home,"<17,500, >=15,000",Central,0.0,115.48,0.0,55.46,22.47,10.0,8.99,0.0,0.0,Female,South East,59.09
4761,5497,0,51-55,Widowed,Professional,Rent Privately,"<15,000, >=12,500",HTV,7.99,34.48,0.0,29.99,0.0,0.0,0.0,0.0,0.0,Female,Wales,2.17
4762,9188,1,36-40,Partner,Secretarial/Admin,Own Home,"<25,000, >=22,500",Granada,0.0,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0.0,Female,Wales,-4.9
4763,6567,1,41-45,Partner,Business Manager,Own Home,"<30,000, >=27,500",Meridian,69.41,0.0,29.49,34.99,63.39,0.0,2.02,0.0,2.99,Male,South East,101.38
4764,3165,4+,31-35,Partner,Manual Worker,Own Home,">=35,000",Carlton,0.0,0.0,0.0,31.98,0.0,27.44,0.0,0.0,0.0,Male,South East,-2.49
4765,9091,0,45-50,Partner,Secretarial/Admin,Own Home,">=35,000",Meridian,35.98,74.48,0.0,99.96,10.99,48.45,15.99,0.0,18.99,Female,North West,89.22
4766,2086,0,65-70,Partner,Retired,Own Home,"<12,500, >=10,000",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,-20.43
4767,5801,1,51-55,Partner,Housewife,Own Home,"<20,000, >=17,500",Yorkshire,0.0,0.0,24.99,134.91,6.99,61.43,50.45,14.71,0.0,Female,South East,131.62
4768,5222,2,31-35,Partner,Manual Worker,Own Home,"<27,500, >=25,000",Meridian,0.0,0.01,0.0,37.48,0.0,3.49,0.0,0.0,22.97,Female,South East,30.16
4769,4390,0,31-35,Single/Never Married,Professional,Own Home,"<27,500, >=25,000",Carlton,0.0,54.48,0.0,0.0,0.0,21.47,0.0,0.0,0.0,Female,South East,43.84
4770,10,0,36-40,Single/Never Married,Secretarial/Admin,Own Home,"<17,500, >=15,000",Carlton,25.0,0.0,76.45,24.99,0.0,87.93,0.0,7.21,8.99,Male,South East,105.2
4771,2116,0,22-25,Single/Never Married,Secretarial/Admin,Own Home,"<20,000, >=17,500",TV South West,0.0,0.0,0.0,0.51,4.98,19.48,33.46,17.48,112.42,Female,South West,54.26
4772,1827,0,31-35,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Meridian,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,-40.16
4773,515,0,45-50,Partner,Other,Own Home,">=35,000",Central,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,Female,North West,-70.29
4774,7494,0,36-40,Partner,Other,Own Home,"<27,500, >=25,000",Anglia,0.0,0.0,0.0,0.0,0.0,19.99,74.96,0.0,0.0,Female,East Midlands,51.06
4775,8226,0,45-50,Partner,Housewife,Own Home,"<27,500, >=25,000",Granada,121.97,44.48,255.85,229.37,50.97,49.43,0.0,0.0,14.99,Female,North West,230.53
4776,9252,2,26-30,Partner,Professional,Own Home,"<30,000, >=27,500",Carlton,19.99,0.0,73.96,0.0,19.98,18.47,124.91,0.0,4.49,Female,South East,63.62
4777,7924,1,51-55,Partner,Professional,Own Home,"<30,000, >=27,500",Central,0.0,99.98,5.0,74.96,15.98,42.93,610.0,25.46,0.0,Female,West Midlands,250.9
4778,10811,0,45-50,Partner,Professional,Own Home,">=35,000",Scottish TV,13.97,12.04,59.48,105.44,78.94,0.0,39.67,0.0,24.99,Female,Scotland,105.41
4779,9854,0,45-50,Partner,Business Manager,Own Home,"<20,000, >=17,500",Anglia,0.0,0.0,0.0,0.0,49.95,0.0,0.0,0.0,0.0,Female,East Anglia,20.85
4780,3716,0,55-60,Partner,Retired,Own Home,"<10,000, >= 8,000",TV South West,0.0,0.0,0.0,0.0,0.0,59.9,0.0,0.0,2.99,Female,South West,10.34
4781,3234,2,45-50,Partner,Housewife,Own Home,"<15,000, >=12,500",HTV,49.48,0.0,59.99,1.02,43.94,35.92,188.85,0.0,0.0,Female,Wales,141.08
4782,1047,2,31-35,Partner,Secretarial/Admin,Own Home,"<25,000, >=22,500",HTV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South West,59.55
4783,11501,1,18-21,Single/Never Married,Secretarial/Admin,Live in Parental Hom,"< 4,000",HTV,0.0,113.97,68.46,149.95,18.48,0.0,82.94,0.0,0.0,Female,Wales,152.06
4784,8216,0,22-25,Partner,Professional,Own Home,"<17,500, >=15,000",TV South West,0.0,149.96,0.0,176.41,0.0,89.97,0.0,0.0,16.99,Female,South West,202.31
4785,6519,0,51-55,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Central,24.28,17.99,10.0,190.9,0.0,13.46,15.49,3.49,0.0,Female,East Midlands,99.96
4786,469,0,55-60,Partner,Professional,Own Home,">=35,000",Scottish TV,15.98,120.36,0.0,10.93,55.46,29.97,0.0,0.0,0.0,Male,Scotland,44.1
4787,601,3,36-40,Partner,Housewife,Own Home,"<30,000, >=27,500",Carlton,0.0,37.98,74.93,254.83,0.0,137.95,229.29,23.93,0.0,Female,North West,284.07
4788,8522,0,51-55,Single/Never Married,Professional,Own Home,"<25,000, >=22,500",Yorkshire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,-10.84
4789,5414,0,22-25,Single/Never Married,Secretarial/Admin,Own Home,"<12,500, >=10,000",Anglia,0.0,0.0,0.0,77.45,0.0,4.99,0.0,5.58,0.0,Female,South East,51.06
4790,1995,1,45-50,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",HTV,4.99,0.0,0.0,0.0,0.0,0.0,43.85,0.0,110.12,Female,Wales,44.96
4791,5716,0,51-55,Partner,Secretarial/Admin,Own Home,"<17,500, >=15,000",Central,23.98,0.0,0.0,39.47,0.0,92.86,0.0,4.99,0.0,Female,West Midlands,53.19
4792,1553,0,55-60,Partner,Professional,Own Home,"<20,000, >=17,500",Yorkshire,0.0,0.0,9.48,0.0,19.99,39.49,10.0,0.0,0.0,Female,South East,36.38
4793,8247,1,55-60,Partner,Business Manager,Own Home,"<25,000, >=22,500",Central,0.0,0.0,0.0,0.0,9.99,0.0,0.0,0.0,83.44,Male,West Midlands,61.48
4794,3854,0,61-65,Partner,Professional,Own Home,">=35,000",Anglia,0.0,0.0,0.0,31.99,0.0,3.49,0.0,0.0,0.0,Male,East Midlands,10.34
4795,8019,0,71+,Widowed,Retired,Own Home,"<17,500, >=15,000",Carlton,30.48,47.98,14.99,78.47,24.46,3.99,13.48,0.0,0.0,Female,South East,113.45
4796,3891,0,65-70,Partner,Retired,Own Home,"< 8,000, >= 4,000",HTV,0.0,0.0,59.98,0.0,0.0,0.0,0.0,0.0,0.0,Female,South West,27.98
4797,5081,0,45-50,Partner,Professional,Own Home,"<30,000, >=27,500",Central,3.98,0.0,0.0,24.98,0.0,22.93,0.0,22.45,4.99,Female,West Midlands,-36.24
4798,337,0,61-65,Partner,Retired,Own Home,"<25,000, >=22,500",Anglia,0.0,44.98,0.0,0.02,0.0,29.48,0.0,4.78,0.0,Female,East Anglia,11.9
4799,6262,1,51-55,Partner,Secretarial/Admin,Own Home,"<20,000, >=17,500",Carlton,0.0,0.52,0.0,204.93,0.0,34.47,0.0,11.45,0.0,Male,South East,52.92
4800,651,0,51-55,Partner,Professional,Own Home,">=35,000",Carlton,0.0,25.49,0.0,51.95,0.0,29.48,46.48,16.74,0.0,Male,South East,60.27
4801,5690,3,31-35,Partner,Business Manager,Own Home,">=35,000",Granada,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,Female,North West,30.19
4802,4210,1,45-50,Partner,Secretarial/Admin,Rent Privately,"<22,500, >=20,000",Carlton,0.0,24.99,0.0,25.99,49.98,29.99,20.98,0.0,21.98,Female,South East,75.4
4803,5817,0,41-45,Single/Never Married,Business Manager,Own Home,"<25,000, >=22,500",Anglia,0.0,182.91,27.49,41.46,20.48,29.99,0.0,0.0,0.0,Male,East Anglia,81.02
4804,10269,0,61-65,Partner,Housewife,Rent Privately,"<10,000, >= 8,000",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,East Midlands,-2.44
4805,9785,0,41-45,Single/Never Married,Professional,Own Home,"<27,500, >=25,000",Scottish TV,0.0,0.0,0.0,0.0,0.0,0.0,13.98,0.0,0.0,Female,Scotland,10.74
4806,2391,2,36-40,Partner,Professional,Own Home,"<20,000, >=17,500",Central,0.0,0.0,0.0,59.98,0.0,0.0,0.0,3.23,0.0,Female,East Midlands,-3.35
4807,6625,0,65-70,Partner,Retired,Own Home,"<27,500, >=25,000",Yorkshire,0.0,138.96,0.0,25.97,0.0,77.45,0.0,0.0,7.49,Male,South East,61.34
4808,557,2,41-45,Partner,Business Manager,Own Home,"<30,000, >=27,500",HTV,0.0,0.0,44.49,0.0,22.97,21.95,0.0,0.0,0.0,Male,South West,61.8
4809,1068,0,45-50,Partner,Secretarial/Admin,Own Home,"<22,500, >=20,000",Central,0.0,168.95,0.0,0.0,23.97,43.96,0.0,15.47,0.0,Female,West Midlands,38.0
4810,9001,1,36-40,Partner,Housewife,Own Home,"<22,500, >=20,000",Central,0.0,88.47,0.0,339.8,0.0,97.9,24.98,45.94,0.0,Female,South West,246.39
4811,2205,2,41-45,Partner,Professional,Own Home,">=35,000",HTV,0.0,121.96,0.0,13.49,6.98,34.98,0.0,0.0,0.0,Male,Wales,121.28
4812,10304,0,55-60,Widowed,Secretarial/Admin,Own Home,"< 8,000, >= 4,000",Yorkshire,215.96,180.95,0.0,163.91,74.43,110.87,0.0,0.0,0.0,Female,East Midlands,209.59
4813,6597,0,41-45,Partner,Professional,Own Home,">=35,000",Granada,34.96,0.0,0.0,0.0,0.0,7.98,0.0,0.0,0.0,Female,North West,25.66
4814,5705,0,61-65,Single/Never Married,Professional,Own Home,">=35,000",Carlton,0.0,122.45,128.92,177.9,84.95,37.47,0.0,0.0,0.0,Female,South East,136.75
4815,9275,0,55-60,Partner,Retired,Own Home,"<12,500, >=10,000",HTV,0.0,0.0,0.0,0.0,0.0,29.49,0.0,0.0,0.0,Female,Wales,26.61
4816,7447,2,36-40,Partner,Other,Own Home,">=35,000",Meridian,0.0,29.49,24.99,166.43,0.0,29.99,107.39,0.0,346.23,Female,North West,209.62
4817,8929,0,22-25,Single/Never Married,Professional,Own Home,">=35,000",Granada,13.99,0.0,0.0,0.0,14.98,49.98,13.48,7.98,0.0,Male,Wales,18.44
4818,10662,0,45-50,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",TV South West,0.0,144.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South West,80.13
4819,9705,0,71+,Partner,Retired,Own Home,"<12,500, >=10,000",Yorkshire,0.0,0.0,0.0,67.98,13.49,63.98,0.0,0.0,0.0,Female,South East,53.04
4820,4932,3,36-40,Partner,Student,Own Home,"<20,000, >=17,500",HTV,56.96,0.0,0.0,50.98,0.0,9.99,0.0,0.0,0.0,Female,Wales,21.58
4821,3276,2,36-40,Partner,Business Manager,Own Home,"<30,000, >=27,500",Central,64.99,17.99,97.46,25.48,0.0,29.49,16.49,0.0,0.0,Male,South West,76.52
4822,10634,0,51-55,Partner,Other,Own Home,">=35,000",TV South West,0.0,0.0,0.0,0.0,19.99,0.0,0.0,0.0,0.0,Male,South West,10.19
4823,8905,0,26-30,Single/Never Married,Secretarial/Admin,Own Home,"<27,500, >=25,000",Central,19.49,0.0,0.0,0.0,35.46,14.49,0.0,0.0,0.0,Female,East Midlands,-5.11
4824,8806,1,45-50,Partner,Manual Worker,Own Home,"<20,000, >=17,500",Central,0.0,0.0,0.0,55.98,0.0,0.0,85.43,0.0,0.0,Female,West Midlands,132.93
4825,6500,1,36-40,Partner,Professional,Own Home,">=35,000",Meridian,0.0,19.99,46.98,31.48,64.45,49.95,19.49,0.0,192.96,Female,South East,140.54
4826,4834,0,71+,Partner,Retired,Own Home,"<30,000, >=27,500",Yorkshire,0.0,142.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,South East,69.91
4827,11359,0,51-55,Divorced/Separated,Manual Worker,Own Home,"<10,000, >= 8,000",Central,0.0,0.53,0.0,11.97,0.0,0.0,0.0,3.99,0.0,Female,West Midlands,8.81
4828,7825,0,31-35,Partner,Professional,Own Home,">=35,000",Central,49.95,100.94,74.93,98.85,4.98,28.95,128.86,14.98,43.44,Female,North West,189.47
4829,3008,1,36-40,Partner,Professional,Own Home,">=35,000",Granada,0.0,0.0,0.0,13.99,0.0,44.94,55.95,1.99,0.0,Male,North West,57.65
4830,8980,2,45-50,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Yorkshire,0.0,0.0,122.46,126.45,24.99,10.46,0.0,0.0,0.0,Female,South East,160.98
4831,1393,3,36-40,Partner,Secretarial/Admin,Own Home,"<30,000, >=27,500",Carlton,0.0,14.47,0.0,32.98,51.43,6.98,180.84,12.2,0.0,Female,South East,157.21
4832,4142,0,61-65,Partner,Retired,Own Home,"<15,000, >=12,500",Meridian,4.99,18.0,0.0,0.0,0.0,4.49,39.43,44.39,0.0,Male,South East,22.42
4833,9561,0,22-25,Single/Never Married,Professional,Rent Privately,"<27,500, >=25,000",Ulster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,Northern Ireland,-23.76
4834,6602,0,65-70,Partner,Professional,Own Home,"<20,000, >=17,500",HTV,67.43,74.44,155.39,256.3,25.47,58.97,48.55,15.46,11.99,Male,Wales,233.09
4835,8866,0,61-65,Widowed,Professional,Own Home,"<15,000, >=12,500",Central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,13.98,Female,East Midlands,14.68
4836,1008,0,55-60,Partner,Housewife,Own Home,"<25,000, >=22,500",Yorkshire,0.0,0.52,194.98,78.89,0.0,64.48,170.81,0.0,28.78,Female,South East,167.58
4837,7730,0,61-65,Partner,Housewife,Own Home,"<15,000, >=12,500",Carlton,34.98,0.0,36.97,0.01,12.98,37.46,0.0,0.0,0.0,Female,South East,88.65
4838,5121,0,61-65,Partner,Professional,Own Home,">=35,000",Granada,0.0,84.78,48.98,140.92,0.0,58.98,0.0,0.0,0.0,Female,North West,109.61
4839,3097,0,26-30,Partner,Secretarial/Admin,Own Home,"<27,500, >=25,000",Granada,0.0,0.0,0.0,31.98,0.0,0.0,90.43,0.0,0.0,Female,North West,28.09
4840,2506,3,31-35,Partner,Professional,Own Home,"<27,500, >=25,000",Meridian,0.0,0.0,0.0,41.97,0.0,24.49,0.0,0.0,0.0,Male,North West,62.2
4841,922,1,51-55,Partner,Secretarial/Admin,Own Home,"<20,000, >=17,500",Carlton,0.0,15.99,0.0,9.99,0.0,2.99,14.38,5.99,0.0,Female,South East,17.29
4842,3342,0,51-55,Partner,Professional,Own Home,">=35,000",Granada,10.0,0.0,0.0,29.49,7.99,1.99,40.95,11.98,93.96,Female,North West,4.9
4843,5617,3,41-45,Partner,Professional,Own Home,">=35,000",Grampian,19.99,52.98,0.51,35.43,11.48,30.45,0.0,7.99,0.0,Female,Scotland,47.8
4844,6907,2,45-50,Partner,Secretarial/Admin,Own Home,">=35,000",Carlton,47.47,183.96,135.95,162.35,29.45,43.93,55.06,26.45,41.98,Female,South East,198.27
4845,5345,0,51-55,Partner,Professional,Own Home,"<30,000, >=27,500",Carlton,0.0,9.51,19.49,122.9,37.56,4.99,0.0,0.0,3.99,Female,North West,86.02
4846,1333,0,65-70,Partner,Retired,Own Home,"<20,000, >=17,500",HTV,0.0,0.0,0.0,34.99,0.0,4.99,0.0,0.0,0.0,Male,Wales,-1.54
4847,202,0,45-50,Partner,Professional,Own Home,">=35,000",HTV,36.48,127.36,0.51,91.13,0.01,16.97,36.53,0.0,86.96,Female,Wales,111.58
4848,982,2,36-40,Partner,Other,Own Home,"<25,000, >=22,500",Granada,0.0,39.99,54.98,31.49,0.0,0.0,0.0,0.0,0.0,Female,North West,21.24
4849,6309,0,51-55,Divorced/Separated,Professional,Own Home,"<10,000, >= 8,000",Tyne Tees,0.0,29.98,0.0,32.0,0.0,0.0,0.0,0.0,0.0,Female,North,20.15
4850,5777,0,26-30,Single/Never Married,Professional,Own Home,"<27,500, >=25,000",Yorkshire,0.0,0.01,53.98,87.96,24.99,0.0,5.0,0.0,0.0,Female,South East,56.18
4851,4670,2,31-35,Partner,Other,Own Home,"<27,500, >=25,000",Central,92.47,59.96,0.0,31.47,5.99,52.96,98.43,7.99,31.93,Female,East Midlands,188.22
